,CG_PROD,DES_PROD,CANT,SIMULTANEO,FE_ENTREGA,FE_EMIT,FE_CIERRE,PEDIDO,FECHA_PREVISTA_FABRICACION,FECHA_INICIO_REAL_FABRICACION,TOT_DOL
1204,1816X9M9HSM1214,"1800 1/2""x3/4"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738335,738308,2022-10-24 07:39:00.460,59606,2022-10-24 06:59:24.483,2022-10-24 07:38:35.013,806.4
1205,1827X7M7HFM2014,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738334,738301,2022-10-24 07:39:39.730,59578,2022-10-24 06:59:24.483,2022-10-24 07:39:18.567,577.6
1206,1827XZC7HFM1214,"1800 1""x1.1/2"" CLAMPxBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738334,738300,2022-10-14 15:15:59.977,59579,2022-10-14 07:02:38.607,2022-10-14 15:15:40.530,922.4
1207,1841X7M7HFM1110,"1800 2""x2.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738334,738315,2022-10-25 13:55:09.923,59616,2022-10-25 07:03:14.123,2022-10-25 13:54:29.807,1329.6
1208,1841XZC7HFM1214,"1800 2""x2.1/2"" CLAMPxBSP(H) con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738334,738315,2022-10-25 14:12:05.793,59617,2022-10-25 07:03:14.123,2022-10-25 14:11:47.717,1550.4
1209,1617A1R1RAM1014,"1600 1/2"" x 1"" 150(RF) x 150(RF) Tob 1""Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738296,,59567,,,0.0
1210,1625A1R1RAM1014,"1600 1"" x 1"" 150(RF) x 150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738308,2022-10-19 12:38:09.567,59592,2022-10-19 00:00:00.000,2022-10-19 12:37:49.157,856.8
1211,1836X8M7HFM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738308,2022-10-24 11:51:45.143,59603,2022-10-24 06:59:24.483,2022-10-24 11:51:13.463,904.0
1212,2637G2R2RAM1016,"2600 1.1/2""G2.1/2"" 300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738260,2022-11-02 07:22:56.767,59381,2022-11-01 11:38:51.127,2022-11-02 07:22:31.367,1953.6
1213,2637G2R2RAM1016,"2600 1.1/2""G2.1/2"" 300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738260,2022-11-02 07:23:34.667,59382,2022-11-01 11:38:51.127,2022-11-02 07:23:13.033,1953.6
1214,2637G2R2RAM1016,"2600 1.1/2""G2.1/2"" 300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738260,2022-11-02 07:21:33.577,59383,2022-11-01 11:38:51.127,2022-11-02 07:20:46.150,1953.6
1215,2637G2R2RAM1016,"2600 1.1/2""G2.1/2"" 300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738260,2022-11-02 07:22:14.030,59384,2022-11-01 11:38:51.127,2022-11-02 07:21:53.210,1953.6
1216,2856P1R1RSM3112,"2800 4""P6"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738274,2022-10-06 09:34:52.740,59442,2022-10-06 00:00:00.000,2022-10-06 09:34:32.003,4940.0
1217,2856P1R1RSM3112,"2800 4""P6"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738274,2022-10-06 09:35:22.920,59443,2022-10-06 07:06:48.267,2022-10-06 09:35:10.083,4940.0
1218,2856P1R1RSM3112,"2800 4""P6"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738274,2022-10-06 09:37:36.493,59444,2022-10-06 07:06:48.267,2022-10-06 09:37:21.937,4940.0
1219,2856P1R1RSM3112,"2800 4""P6"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738274,2022-10-06 09:38:03.867,59445,2022-10-06 07:06:48.267,2022-10-06 09:37:51.870,4940.0
1220,2856P1R1RSM3112,"2800 4""P6"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738333,738274,2022-10-06 09:38:30.327,59446,2022-10-06 07:06:48.267,2022-10-06 09:38:19.367,4940.0
1221,3515R2Z1,AC/R-350 BSP H-H Punta eje libre g.indist.,1.0,[0. 0. 0. ... 0. 0. 0.],738333,738274,2022-10-27 15:20:36.680,59447,2022-10-27 12:33:49.467,2022-10-27 15:20:22.243,657.6
1222,3515R2Z1,AC/R-350 BSP H-H Punta eje libre g.indist.,1.0,[0. 0. 0. ... 0. 0. 0.],738333,738274,2022-10-27 15:20:03.970,59448,2022-10-27 12:33:49.467,2022-10-27 15:19:46.427,657.6
1223,3515R3Z1,AC/R-500 BSP H-H Punta eje libre g.indist.,1.0,[0. 0. 0. ... 0. 0. 0.],738333,738274,2022-10-27 14:48:14.063,59449,2022-10-27 00:00:00.000,2022-10-27 14:47:55.707,666.4
1224,035541R1R20143,"AR-30 4"" A.D.150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738262,2022-10-26 15:35:54.733,59408,2022-10-26 15:34:06.777,2022-10-26 15:35:37.830,3140.1
1225,1415X7H7HAM3021,"1400 1/2""x1/2"" BSP(H)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738308,2022-09-20 21:52:48.977,59609,2022-09-20 14:22:19.620,,276.8
1226,1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738308,2022-11-11 15:25:24.473,59610,2022-11-11 12:55:26.647,2022-11-11 15:25:09.413,325.0
1227,1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738308,2022-11-11 15:24:15.967,59611,2022-11-11 12:55:26.647,2022-11-11 15:23:55.950,325.0
1228,1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738308,2022-11-11 15:23:39.377,59612,2022-11-11 00:00:00.000,2022-11-11 15:23:21.867,325.0
1229,1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738308,2022-11-11 15:24:49.420,59613,2022-11-11 12:55:26.647,2022-11-11 15:24:32.450,325.0
1230,1821X8M7HAM1310,"1800 3/4""x1"" BSPT(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738308,2022-10-24 11:49:13.453,59614,2022-10-24 06:59:24.483,2022-10-24 11:48:54.143,543.0
1231,1821X8M7HAM1310,"1800 3/4""x1"" BSPT(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738308,2022-10-24 11:48:31.900,59615,2022-10-24 00:00:00.000,2022-10-24 11:48:00.090,543.0
1232,1836X8M7HFM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738296,2022-10-24 14:25:01.000,59571,2022-10-24 06:59:24.483,2022-10-24 14:08:50.080,904.0
1233,1836X8M7HFM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738296,2022-10-24 14:25:32.017,59572,2022-10-24 06:59:24.483,2022-10-24 14:25:19.357,904.0
1234,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738330,738292,2022-10-12 12:11:51.900,59532,2022-10-12 00:00:00.000,2022-10-12 12:11:20.157,1513.6
1235,1841X8H7HSM1310,"1800 2""x2.1/2"" BSPT(H)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738329,738294,2022-10-05 10:19:57.980,59530,2022-10-05 00:00:00.000,2022-10-05 10:19:27.923,962.0
1236,2842J2R1RAM1012,"2800 2""J3"" 300(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738327,738269,2022-10-11 08:29:11.167,59431,2022-10-11 07:01:16.687,2022-10-11 08:28:55.950,1467.2
1237,2842J2R1RAM1012,"2800 2""J3"" 300(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738327,738269,2022-10-11 08:30:11.327,59429,2022-10-11 07:01:16.687,2022-10-11 08:29:57.963,1467.2
1238,2842J2R1RAM1012,"2800 2""J3"" 300(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738327,738269,2022-10-11 08:29:40.417,59430,2022-10-11 07:01:16.687,2022-10-11 08:29:28.460,1467.2
1239,1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738326,738300,2022-10-17 07:15:28.047,59581,2022-10-17 07:05:35.580,2022-10-17 07:15:04.643,543.0
1240,1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738326,738300,2022-10-17 07:16:52.557,59582,2022-10-17 07:05:35.580,2022-10-17 07:16:28.263,543.0
1241,1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738326,738300,2022-10-17 07:16:10.053,59583,2022-10-17 07:05:35.580,2022-10-17 07:15:47.630,543.0
1242,1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738326,738300,2022-10-17 07:14:47.100,59580,2022-10-17 07:05:35.580,2022-10-17 07:14:22.790,543.0
1243,9120B9M9HA,"9100 3/4"" NPT M-H-H Sello Buna N.",1.0,[0. 0. 0. ... 0. 0. 0.],738326,738273,2022-11-02 15:03:07.623,59439,2022-11-02 00:00:00.000,2022-11-02 15:02:55.317,1114.0
1244,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738323,738295,2022-10-13 11:15:37.270,59548,2022-10-13 00:00:00.000,2022-10-13 11:13:08.913,1042.0
1245,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738323,738295,2022-10-13 11:16:28.907,59549,2022-10-13 07:07:45.173,2022-10-13 11:15:54.547,1042.0
1246,2837G1R1RAM1010,"2800 1.1/2""G2.1/2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738322,738286,2022-10-17 07:14:03.880,59512,2022-10-17 07:05:33.053,2022-10-17 07:13:39.007,1670.0
1247,2842J1R1RAM1010,"2800 2""J3"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738322,738286,2022-10-11 16:00:45.170,59511,2022-10-11 15:36:50.367,2022-10-11 16:00:20.247,1452.0
1248,1725V9M9HNM1325,"1700 AP 1""x1"" NPT(M)xNPT(H) Torn sell. Tob 3/4""",1.0,[0. 0. 0. ... 0. 0. 0.],738321,738294,2022-09-28 15:50:10.820,59537,2022-09-28 07:23:59.823,2022-09-28 15:49:48.237,526.5
1249,1725V9M9HNM1325,"1700 AP 1""x1"" NPT(M)xNPT(H) Torn sell. Tob 3/4""",1.0,[0. 0. 0. ... 0. 0. 0.],738321,738294,2022-09-28 15:49:33.367,59534,2022-09-28 00:00:00.000,2022-09-28 15:49:17.513,526.5
1250,1725V9M9HNM1325,"1700 AP 1""x1"" NPT(M)xNPT(H) Torn sell. Tob 3/4""",1.0,[0. 0. 0. ... 0. 0. 0.],738321,738294,2022-09-28 15:51:14.427,59535,2022-09-28 07:23:59.823,2022-09-28 15:50:48.293,526.5
1251,1725V9M9HNM1325,"1700 AP 1""x1"" NPT(M)xNPT(H) Torn sell. Tob 3/4""",1.0,[0. 0. 0. ... 0. 0. 0.],738321,738329,2022-09-29 08:29:19.550,59536,2022-09-29 00:00:00.000,2022-09-29 08:29:04.350,526.5
1252,1850X7M7HFM1310,"1800 3"" x 3"" BSP(M)xBSP(H) con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738321,738281,2022-10-05 09:35:38.143,59502,2022-10-05 00:00:00.000,2022-10-05 09:33:39.790,1089.0
1253,2851L1R1RFM1010,"2800 3""L4"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738321,738281,2022-10-13 09:37:20.140,59498,2022-10-13 07:11:51.187,2022-10-13 09:36:52.637,2571.0
1254,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738320,738300,2022-09-20 10:03:14.487,59574,2022-09-20 08:38:32.050,2022-09-20 10:02:30.560,677.6
1255,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738320,738300,2022-09-20 10:03:46.623,59575,2022-09-20 08:38:32.050,2022-09-20 10:03:31.053,677.6
1256,1836X8M7HFM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738319,738286,2022-10-05 09:42:40.233,59514,2022-10-05 00:00:00.000,2022-10-05 09:42:18.413,857.3
1257,1836X8M7HFM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738319,738286,2022-10-05 09:43:32.950,59515,2022-10-05 07:14:15.770,2022-10-05 09:42:57.920,857.3
1258,3515C2Z1,"AC-350 1/2"" BSP H-H Punta eje libre giro indistinto",1.0,[0. 0. 0. ... 0. 0. 0.],738319,738262,2022-10-25 14:12:36.133,59404,2022-10-25 00:00:00.000,2022-10-25 14:12:22.690,592.8
1259,1215X8M7HAM2519,"1200 1/2""x1/2"" BSPT(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738316,738292,2022-10-13 11:11:04.180,59531,2022-10-13 00:00:00.000,2022-10-13 11:10:48.903,250.4
1260,1836X8M7HAM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738316,738294,2022-09-22 11:25:22.997,59533,2022-09-22 09:24:53.497,2022-09-22 11:25:04.740,869.0
1261,1841X1R7HFM1310,"1800 2""x2.1/2"" 150(RF)xBSP(H) con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738316,738273,2022-11-07 14:59:18.337,59441,2022-11-07 12:00:01.097,2022-11-07 14:58:49.520,897.6
1262,1841X1R7HFM1310,"1800 2""x2.1/2"" 150(RF)xBSP(H) con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738316,738273,2022-11-07 14:59:52.960,59440,2022-11-07 12:00:01.097,2022-11-07 14:59:34.080,897.6
1263,1841X8M7HFM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738316,738294,2022-10-13 14:30:16.210,59545,2022-10-13 00:00:00.000,2022-10-13 14:29:56.650,1009.0
1264,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:18:11.670,59339,2022-09-23 06:59:35.513,2022-09-23 07:17:58.993,693.6
1265,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:19:02.867,59340,2022-09-23 06:59:37.900,2022-09-23 07:18:43.103,693.6
1266,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:19:39.137,59341,2022-09-23 06:59:37.900,2022-09-23 07:19:16.300,693.6
1267,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:20:11.557,59345,2022-09-23 06:59:37.900,2022-09-23 07:19:54.850,693.6
1268,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:20:41.680,59346,2022-09-23 06:59:37.900,2022-09-23 07:20:25.583,693.6
1269,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:21:18.140,59347,2022-09-23 06:59:37.900,2022-09-23 07:20:54.860,693.6
1270,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:21:48.293,59348,2022-09-23 06:59:37.900,2022-09-23 07:21:31.077,693.6
1271,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:22:26.810,59349,2022-09-23 06:59:37.900,2022-09-23 07:22:01.497,693.6
1272,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:22:55.717,59350,2022-09-23 06:59:37.900,2022-09-23 07:22:40.570,693.6
1273,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:23:29.603,59342,2022-09-23 06:59:37.900,2022-09-23 07:23:10.123,693.6
1274,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:24:02.147,59343,2022-09-23 06:59:37.900,2022-09-23 07:23:42.683,693.6
1275,1725D9M9HSM1214,"1700 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-23 07:24:30.503,59344,2022-09-23 06:59:37.900,2022-09-23 07:24:15.020,693.6
1276,2856M1R1RSM3516,"2800 4""M6"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-27 12:01:52.150,59351,2022-09-27 11:07:54.993,2022-09-27 12:01:30.227,6353.6
1277,2856M1R1RSM3516,"2800 4""M6"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-27 12:02:29.883,59352,2022-09-27 11:07:56.437,2022-09-27 12:02:08.133,6353.6
1278,2856M1R1RSM3516,"2800 4""M6"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738315,738244,2022-09-27 12:03:14.817,59353,2022-09-27 11:07:56.437,2022-09-27 12:02:53.683,6353.6
1279,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738313,738286,2022-09-15 14:13:47.987,59517,2022-09-15 10:00:30.453,2022-09-15 14:13:02.600,677.6
1280,1717D9M9HAM1310,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738271,2022-09-22 07:06:15.903,59435,2022-09-22 06:52:58.403,2022-09-22 07:06:00.417,454.0
1281,1717D9M9HAM1310,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738271,2022-09-22 07:06:47.357,59434,2022-09-22 06:52:58.403,2022-09-22 07:06:31.567,454.0
1282,1717D9M9HAM1426,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738294,2022-09-20 10:00:08.207,59538,2022-09-20 08:38:32.050,2022-09-20 09:59:37.023,344.8
1283,1717D9M9HAM1426,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738294,2022-09-20 10:01:19.980,59539,2022-09-20 08:38:32.050,2022-09-20 10:01:00.183,344.8
1284,1717D9M9HAM1426,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738294,2022-09-20 10:02:14.960,59540,2022-09-20 08:38:32.050,2022-09-20 10:01:52.367,344.8
1285,1816X8M7HFM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738288,2022-09-16 11:37:58.253,59519,2022-09-16 06:57:33.813,2022-09-16 11:37:34.840,463.25
1286,2828D1R1RSM1010,"2800 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738271,2022-09-23 14:23:27.563,59436,2022-09-23 06:59:37.900,2022-09-23 14:22:51.280,1212.0
1287,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738271,2022-09-23 14:22:25.410,59437,2022-09-23 06:59:37.900,2022-09-23 14:21:13.590,1892.0
1288,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738271,2022-09-23 14:24:05.253,59438,2022-09-23 06:59:37.900,2022-09-23 14:23:45.460,1892.0
1289,2842J2R1RAM1012,"2800 2""J3"" 300(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738269,2022-10-03 13:57:32.250,59427,2022-10-03 12:21:22.193,2022-10-03 13:57:10.373,1467.2
1290,2842J2R1RAM1012,"2800 2""J3"" 300(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738269,2022-10-03 13:56:55.810,59426,2022-10-03 00:00:00.000,2022-10-03 13:56:01.890,1467.2
1291,2842J2R1RAM1012,"2800 2""J3"" 300(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738312,738269,2022-10-03 13:58:02.000,59428,2022-10-03 12:21:22.193,2022-10-03 13:57:50.517,1467.2
1292,1621D3R1RAM1427,"1600 3/4"" x 1"" 600(RF) x 150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738309,738278,2022-10-11 16:00:02.773,59432,2022-10-11 15:36:50.367,2022-10-11 15:59:44.433,1268.0
1293,1816X8M7HSM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738281,2022-09-21 07:26:14.147,59499,2022-09-21 06:55:32.893,2022-09-21 07:25:54.970,409.6
1294,1827X7M7HSM1310,"1800 1""x1.1/2"" BSP(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738289,2022-09-20 14:24:35.950,59500,2022-09-20 14:22:19.620,2022-09-20 14:24:16.793,494.4
1295,1827X7M7HSM1310,"1800 1""x1.1/2"" BSP(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738289,2022-09-20 14:25:09.590,59501,2022-09-20 14:22:19.620,2022-09-20 14:24:50.707,494.4
1296,2628D1R1RAM2217,"2600 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738255,2022-09-07 09:37:30.540,59374,2022-09-07 00:00:00.000,2022-09-07 09:37:10.410,1264.8
1297,2651L1R1RAM3117,"2600 3""L4"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738254,2022-09-07 09:38:30.483,59375,2022-09-07 07:51:09.070,2022-09-07 09:38:17.533,3096.0
1298,2651L1R1RAM3117,"2600 3""L4"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738254,2022-09-07 09:38:02.530,59376,2022-09-07 07:51:09.070,2022-09-07 09:37:47.353,3096.0
1299,4750,"Junta cardanica doble 2""",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738252,2022-09-20 21:50:47.467,59367,2022-09-20 14:22:19.620,,498.0
1300,4750,"Junta cardanica doble 2""",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738252,2022-09-20 21:50:04.437,59368,2022-09-20 14:22:19.620,,498.0
1301,4750,"Junta cardanica doble 2""",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738252,2022-09-20 21:49:21.970,59369,2022-09-20 14:22:19.620,,498.0
1302,4750,"Junta cardanica doble 2""",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738252,2022-09-20 21:48:30.067,59363,2022-09-20 14:22:19.620,,498.0
1303,4750,"Junta cardanica doble 2""",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738252,2022-09-20 21:47:43.503,59360,2022-09-20 14:22:19.620,,498.0
1304,4750,"Junta cardanica doble 2""",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738252,2022-09-20 21:46:53.240,59364,2022-09-20 14:22:19.620,,498.0
1305,4750,"Junta cardanica doble 2""",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738252,2022-09-20 21:46:15.570,59365,2022-09-20 14:22:19.620,,498.0
1306,4750,"Junta cardanica doble 2""",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738252,2022-09-20 21:43:05.967,59361,2022-09-20 14:22:19.620,,498.0
1307,4750,"Junta cardanica doble 2""",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738320,2022-09-20 21:51:28.117,59366,2022-09-20 14:22:19.620,,498.0
1308,4750,"Junta cardanica doble 2""",1.0,[0. 0. 0. ... 0. 0. 0.],738308,738320,2022-09-20 21:52:09.377,59362,2022-09-20 14:22:19.620,,498.0
1309,1717D9M9HSM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std. sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738305,738286,,59516,,,0.0
1310,1841X8M7HSM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H). sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738303,738278,2022-10-13 13:51:54.337,59483,2022-10-13 07:07:45.173,2022-10-13 13:50:44.650,769.6
1311,1625D1R1RNM1010,"1600 1"" x 1"" 150(RF) x 150(RF) Tob 1""Std. T.SELLADO",1.0,[0. 0. 0. ... 0. 0. 0.],738302,738262,2022-10-11 15:58:52.293,59405,2022-10-11 15:36:47.177,2022-10-11 15:58:36.600,952.0
1312,1625D1R1RNM1010,"1600 1"" x 1"" 150(RF) x 150(RF) Tob 1""Std. T.SELLADO",1.0,[0. 0. 0. ... 0. 0. 0.],738302,738262,2022-10-11 15:59:28.537,59406,2022-10-11 15:36:50.367,2022-10-11 15:59:15.907,952.0
1313,1827Y9M9HAM1310,"1800 AP 1""x1.1/2"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738302,738279,2022-09-21 15:49:07.713,59487,2022-09-21 10:30:27.603,,448.0
1314,1827Y9M9HAM1310,"1800 AP 1""x1.1/2"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738302,738279,2022-09-21 15:49:46.887,59488,2022-09-21 10:30:27.603,2022-09-21 15:49:23.680,448.0
1315,2438H2R1RGM1010,"2400 1.1/2""H3"" 300(RF)x150(RF) con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738302,738260,2022-10-11 08:28:30.067,59399,2022-10-11 00:00:00.000,2022-10-11 08:28:13.907,2011.0
